kind,sample_id,alpha,status,seconds,u_0,max_rel_dev,spurious
grid,,0.8964824120603014,ok,0.005048600003647152,-2.112755622646531e-06,3.6637359812630166e-14,False
grid,,0.9055276381909547,ok,0.004419199998665135,-2.091651515428079e-06,3.3084646133829665e-14,False
grid,,0.914572864321608,ok,0.005233199997746851,-2.0709648520885862e-06,1.2212453270876722e-14,False
grid,,0.9236180904522613,ok,0.004168400002527051,-2.0506833682270086e-06,8.326672684688674e-15,False
grid,,0.9326633165829146,ok,0.004358199999842327,-2.0307952752162145e-06,5.551115123125783e-15,False
grid,,0.9417085427135679,ok,0.0044540000017150305,-2.0112892373538704e-06,3.175237850427948e-14,False
grid,,0.9507537688442211,ok,0.004409000001032837,-1.9921543503177445e-06,2.6645352591003757e-14,False
grid,,0.9597989949748744,ok,0.004523600000538863,-1.9733801208382957e-06,3.397282455352979e-14,False
grid,,0.9688442211055277,ok,0.004399299999931827,-1.9549564475110573e-06,1.2212453270876722e-14,False
grid,,0.977889447236181,ok,0.004354600001533981,-1.936873602672908e-06,5.484501741648273e-14,False
grid,,0.986934673366834,ok,0.004388100001960993,-1.919122215275594e-06,1.887379141862766e-15,False
grid,,0.9959798994974873,ok,0.004353700001956895,-1.901693254692871e-06,7.771561172376096e-16,False
grid,,1.0050251256281406,ok,0.00435740000102669,-1.8845780154006213e-06,8.215650382226158e-15,False
grid,,1.014070351758794,ok,0.004383899999083951,-1.8677681024782723e-06,3.175237850427948e-14,False
grid,,1.0231155778894472,ok,0.004259499997715466,-1.8512554178788432e-06,1.354472090042691e-14,False
grid,,1.0321608040201005,ok,0.004511300001468044,-1.8350321474202758e-06,6.994405055138486e-15,False
grid,,1.0412060301507537,ok,0.004362399995443411,-1.8190907484562483e-06,1.9539925233402755e-14,False
grid,,1.050251256281407,ok,0.004444999998668209,-1.8034239381824092e-06,1.0103029524088925e-14,False
grid,,1.0592964824120603,ok,0.004377600002044346,-1.7880246825432584e-06,2.2315482794965646e-14,False
grid,,1.0683417085427136,ok,0.004346400004578754,-1.7728861857014612e-06,8.881784197001252e-15,False
grid,,1.0773869346733669,ok,0.004333199998654891,-1.758001880037887e-06,1.1435297153639112e-14,False
grid,,1.0864321608040202,ok,0.004473199995118193,-1.743365416651846e-06,4.884981308350689e-15,False
grid,,1.0954773869346734,ok,0.004471199994441122,-1.7289706563308493e-06,5.551115123125783e-15,False
grid,,1.1045226130653265,ok,0.004383300001791213,-1.7148116609650835e-06,5.218048215738236e-15,False
grid,,1.1135678391959798,ok,0.004689900000812486,-1.700882685379629e-06,3.9968028886505635e-15,False
grid,,1.122613065326633,ok,0.004269699995347764,-1.6871781695618734e-06,1.27675647831893e-14,False
grid,,1.1316582914572864,ok,0.0046755000003031455,-1.6736927312617037e-06,2.220446049250313e-14,False
grid,,1.1407035175879396,ok,0.00593010000011418,-1.660421158943312e-06,1.199040866595169e-14,False
grid,,1.149748743718593,ok,0.004882100001850631,-1.6473584050704942e-06,4.6629367034256575e-15,False
grid,,1.1587939698492462,ok,0.004334400000516325,-1.6344995797056653e-06,2.3314683517128287e-15,False
grid,,1.1678391959798995,ok,0.004985499996109866,-1.6218399444067932e-06,3.042011087472929e-14,False
grid,,1.1768844221105528,ok,0.0048177999997278675,-1.6093749064053351e-06,5.773159728050814e-15,False
grid,,1.185929648241206,ok,0.004390999994939193,-1.5971000130513944e-06,4.884981308350689e-15,False
grid,,1.1949748743718593,ok,0.004608700000972021,-1.5850109465102098e-06,1.7763568394002505e-15,False
grid,,1.2040201005025124,ok,0.004332600001362152,-1.573103518698389e-06,1.7763568394002505e-14,False
grid,,1.2130653266331657,ok,0.00432849999924656,-1.5613736664463162e-06,3.552713678800501e-14,False
grid,,1.222110552763819,ok,0.00463300000410527,-1.5498174468755455e-06,1.4210854715202004e-14,False
grid,,1.2311557788944723,ok,0.004287900002964307,-1.5384310329801125e-06,6.661338147750939e-16,False
grid,,1.2402010050251255,ok,0.004549400000541937,-1.5272107094008572e-06,1.1324274851176597e-14,False
grid,,1.2492462311557788,ok,0.0043375999957788736,-1.5161528683834579e-06,8.881784197001252e-16,False
